Date,Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),Valid Pixels (% of Lake Area),Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),Sample Temperature (°C),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Chlorophyll_a,Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Urea (µg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
2018-08-27,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98,WE12,6.61,0.75,Surface,10:55,41.7027,-83.2558,12.13,1.19,sunny,1.2,,24.3,236.1,3.2,45.2,8,734.0,8.33,1.46,0.29,11.67,20.8,29.55,5.79,3.3,2.65,0.02,,1.37,0.24,,0.381,10.48,4.65
2018-08-27,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98,WE12,,5.8,Bottom,,,,,,,,,24.0,236.6,3,47,6.45,4.0,,2.2,0.29,12.82,17.81,,,,,,,,,,,,
2018-08-27,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98,WE13,8.96,0.75,Surface,9:46,41.7424,-83.1366,11.68,1.01,mostly sunny,1.5,,24.2,240.3,2.3,56.2,7.99,388.0,3.62,0.49,0.25,5.56,16.05,21.76,5.63,2.87,3.94,0.19,,0.91,0.17,,0.426,6.17,2.61
2018-08-27,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98,WE13,,8.1,Bottom,,,,,,,,,24.0,240.7,2.5,53.8,6.29,1.0,,0.43,0.15,4.6,12.07,,,,,,,,,,,,
2018-08-27,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98,WE16,6.1,0.75,Surface,10:21,41.6599,-83.1456,11.9,1.07,mosly sunny,1,,24.1,244.4,3.9,37.4,7.66,550.0,10.4,4.21,0.26,29.55,26.91,31.63,5.75,1.85,3.35,0.05,,2.17,0.33,,0.479,10.5,5.34
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE2,5.69,0.75,Surface,12:33,41.7626,-83.3292,4.53,0.28,sunny,1.4,,27.4,242.4,3.1,46,7.62,1463.0,6.58,2.53,0.18,2.28,10.62,23.14,7.99,2.14,0.81,0.06,,1.18,0.16,,0.487,6.93,3.71
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE2,,4.6,Bottom,,,,,,,,,25.2,242.7,5.3,26.8,6.12,10.0,,3.02,0.18,7.32,22.42,,,,,,,,,,,,
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE4,8.91,0.75,Surface,8:52,41.8259,-83.1931,5.69,0.7,sunny,1.3,,25.0,255.4,3.3,43.6,7.93,495.0,7.04,0.7,0.2,15.29,24.96,26.69,8.45,1.26,7.49,0.03,,1.62,0.29,,0.746,9.53,5.69
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE6,2.93,0.75,Surface,11:39,41.7049,-83.3857,2.6,0.21,sunny,0.8,,26.9,346.8,5.5,25.2,8.53,741.0,14.2,3.49,0.31,39.12,56.35,69.87,14.28,1.86,2.87,0.1,,4.46,0.65,,1.897,14.73,12.09
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE8,5.1,0.75,Surface,8:11,41.8335,-83.3596,5.49,0.74,sunny,1,,25.4,304.3,4.4,33.7,7.77,181.0,12.4,3.66,0.33,31.54,40.99,44.79,11.56,1.6,6.19,0.08,,2.65,0.4,,1.308,9.13,7.35
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE8,,4.2,Bottom,,,,,,,,,25.4,306.3,4.4,33.6,7.38,1.0,,3.89,0.26,33.31,41.73,,,,,,,,,,,,
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE9,3.13,0.75,Surface,12:00,41.7178,-83.4228,3.28,0.21,sunny,0.4,,26.5,324.8,10.7,7.1,7.9,131.0,20.6,1.41,0.26,15.99,45.33,90.06,16.49,10.95,6.01,0.36,,3.09,0.47,,2.104,22.33,7.29
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE12,6.82,0.75,Surface,10:50,41.703,-83.2547,0.79,0.42,sunny,1.6,,25.6,241.3,2.4,54.7,7.23,1362.0,6.93,2.14,0.11,5.32,21.06,27.18,5.19,2.43,4.37,0.06,,1.35,0.19,,0.454,11.73,3.28
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE12,,5.9,Bottom,,,,,,,,,25.7,241.6,2.6,52.6,5.62,436.0,,1.16,0.17,6.69,25.54,,,,,,,,,,,,
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE13,9.2,0.75,Surface,9:40,41.7419,-83.1351,0.77,0.66,sunny,2.3,,25.2,233.7,1.9,62.1,7.04,981.0,3.32,0.61,0.11,4.62,13.17,16.34,6.63,1.679,5.91,0.18,,0.96,0.13,,0.367,4.37,2.88
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE13,,8.0,Bottom,,,,,,,,,25.2,233.8,2,61.3,5.26,5.0,,0.56,<0.1,5.88,14.49,,,,,,,,,,,,
2018-09-04,Lake Erie,OLCI-S3,533.07,2.0,22.77,12137.95,100.0,WE16,6.11,0.75,Surface,10:15,41.6576,-83.1449,3.3,0.57,sunny,1.6,,25.4,250.4,3.8,38.8,6.57,994.0,8.12,2.21,0.21,14.47,26.0,26.99,5.65,1.96,4.06,0,,1.88,0.27,,0.541,9.83,5.54
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE2,5.54,0.75,Surface,12:32,41.7625,-83.3293,3.52,0.48,sunny,0.2,,21.8,281.2,25.2,0.2,7.2,169.0,47.2,0.78,0.23,5.43,16.96,98.85,25.29,17.79,33.01,0.06,,2.54,0.55,,0.923,45.6,9.26
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE2,,4.9,Bottom,,,,,,,,,22.1,282.8,25.3,0.2,6.07,0.0,,0.26,0.39,4.79,16.38,,,,,,,,,,,,
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE4,8.47,0.75,Surface,9:02,41.8275,-83.1943,4.91,0.93,sunny,0.4,,21.4,251.8,15.7,2,6.85,47.0,28.5,0.59,0.2,3.7,14.3,71.06,18.89,12.44,24.51,0.05,,1.78,0.43,,0.709,29.6,7.26
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE6,3.05,0.75,Surface,11:43,41.704,-83.3843,2.6,0.51,sunny,0.2,,20.0,381.9,23.9,0.3,6.89,171.0,47.9,0.41,0.2,2.44,17.29,147.1,70.1,54.44,48.19,1.28,,1.98,0.55,,2.678,41.6,9.66
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE8,5.2,0.75,Surface,8:12,41.832,-83.3591,5.49,0.74,partly cloudy,0.5,,20.2,234.2,9.6,9,7.52,59.0,15.5,<0.1,<0.1,0.25,4.26,41.05,17.53,12.62,16.6,0.3,,0.79,0.23,,0.3,16.47,3.22
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE8,,4.4,Bottom,,,,,,,,,20.2,233.8,9.6,9,6.2,38.0,,<0.1,0.17,0.16,4.11,,,,,,,,,,,,
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE9,2.74,0.75,Surface,12:01,41.718,-83.4227,3.28,0.51,sunny,0.2,,19.4,313.8,30.2,0.1,6.72,145.0,54.7,0.45,0.27,2.54,23.4,106.18,22.77,16.04,54.08,0.28,,2.82,0.5,,1.28,49.2,13.26
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE12,6.5,0.75,Surface,10:55,41.7042,-83.2542,0.27,0.57,mostly sunny,0.2,,20.1,272.8,33.7,0,7.33,66.0,68.2,0.31,0.15,2.92,20.73,111.99,22.18,13.08,22.65,0.22,,2.92,0.48,,1.541,65.8,20.46
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE12,,5.9,Bottom,,,,,,,,,19.8,270.9,39.6,0,6.99,0.0,,1.24,0.24,3.33,21.77,,,,,,,,,,,,
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE13,9.01,0.75,Surface,9:46,41.7461,-83.1395,0.74,0.83,partly cloudy,0.1,,20.4,283.2,39.2,0,8.3,14.0,102.0,0.44,0.25,2.78,21.12,150.69,34.28,21.68,22.12,0.18,,3.3,0.57,,1.172,89.4,11.06
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE13,,8.2,Bottom,,,,,,,,,20.4,286.3,41.7,0,6.71,0.0,,0.4,0.25,2.72,21.38,,,,,,,,,,,,
2018-09-11,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98,WE16,6.08,0.75,Surface,10:20,41.6604,-83.1444,3.3,0.61,partly cloudy,0.2,,20.9,260.9,16.6,1.6,7.14,239.0,40.8,0.28,0.17,1.02,12.3,60.99,15.25,7.58,12.18,0.08,,1.74,0.38,,0.805,33.0,5.23
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE2,5.57,0.75,Surface,8:20,41.7623,-83.3305,12.24,1.4,overcast,0.5,,20.8,268.9,9.7,8.8,7.39,7.0,18.1,<0.1,<0.1,1.58,12.27,55.493,15.3125,9.1,29.55,0.16,,1.2,0.22,,0.605,22.17,4.21
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE2,,4.7,Bottom,,,,,,,,,20.8,268.9,9.2,9.9,5.17,0.0,,<0.1,<0.1,1.42,12.97,,,,,,,,,,,,
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE4,8.55,0.75,Surface,11:05,41.8255,-83.1939,13.67,1.78,overcast,1.3,,20.8,224.7,2.7,51.5,6.62,376.0,4.13,0.11,0.13,0.22,3.17,20.725,6.7685,5.83,13.48,0.28,,0.43,0.09,,0.195,5.68,1.33
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE6,2.94,0.75,Surface,9:33,41.7047,-83.3848,13.62,0.82,overcast,0.5,,20.3,317.3,12.8,4.1,6.46,46.0,22.7,<0.1,<0.1,1.26,16.58,78.0475,29.0955,20.1,20.87,0.3,,1.66,0.28,,1.304,28.68,3.93
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE8,4.98,0.75,Surface,11:56,41.8324,-83.7084,12.49,1.21,overcast,0.6,,21.0,269.4,8.1,13.1,6.63,144.0,15.2,<0.1,<0.1,2.33,19.78,58.6115,12.9125,6.63,14.42,0.13,,1.6,0.27,,0.633,23.6,3.61
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE8,,4.3,Bottom,,,,,,,,,21.0,269.3,7.9,14,5.93,2.0,,<0.1,0.17,1.62,17.47,,,,,,,,,,,,
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE9,2.51,0.75,Surface,9:11,41.7171,-83.4243,12.56,0.95,overcast,0.3,,20.4,388.4,13.9,3.1,6.86,20.0,22.0,<0.1,<0.1,0.49,16.0,109.6275,55.838,41.83,72.8,0.75,,1.47,0.32,,2.144,27.28,3.53
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE12,6.51,0.75,Surface,10:14,41.7031,-83.2567,12.69,1.39,overcast,0.5,,21.1,281.8,10.2,7.8,6.88,130.0,18.6,<0.1,0.15,0.43,11.6,62.8525,25.2745,15.67,40.26,0.12,,1.1,0.18,,0.892,17.64,2.77
2018-09-25,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86,WE12,,5.7,Bottom,,,,,,,,,21.0,282.0,10.1,8,5.34,0.0,,<0.1,0.11,0.38,10.8,,,,,,,,,,,,
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE2,5.78,0.75,Surface,13:07,41.763,-83.3279,7.53,1.22,partly sunny,0.9,,19.3,273.7,3.9,38,7.81,565.0,7.6,<0.1,<0.1,2.37,13.52,45.454,22.042,13.57,9.24,0.19,,0.94,0.17,,0.591,8.96,3.5
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE2,,4.8,Bottom,,,,,,,,,19.1,274.9,6.1,22.2,6.59,3.0,,<0.1,<0.1,0.66,11.45,,,,,,,,,,,,
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE4,8.91,0.75,Surface,9:36,41.8263,-83.1915,14.97,2.1,cloudy,2.5,,18.8,220.3,1.3,72.7,7.19,455.0,2.25,<0.1,<0.1,0.05,2.38,13.917,6.155,4.66,8.9,0.28,,0.27,0.07,,0.122,2.33,1.05
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE6,3.22,0.75,Surface,12:20,41.7057,-83.3852,1.81,0.3,cloudy,0.4,,18.5,354.8,11.1,6.2,7.89,279.0,16.8,0.16,0.13,0.95,18.72,76.533,40.1125,28.67,26.62,0.65,,1.27,0.22,,1.585,19.57,4.01
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE8,5.32,0.75,Surface,8:30,41.833,-83.3573,13.02,2.04,cloudy,0.9,,19.3,270.5,4.5,32.5,6.83,62.0,11.4,0.13,<0.1,0.97,15.27,36.456,7.924,2.11,6.11,0.23,,1.15,0.2,,0.469,15.84,2.96
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE8,,4.6,Bottom,,,,,,,,,19.3,271.5,4.3,33.7,7.73,0.0,,<0.1,<0.1,1.31,16.38,,,,,,,,,,,,
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE9,2.78,0.75,Surface,12:38,41.7176,-83.4229,2.51,0.3,cloudy,0.4,,18.6,298.4,9.7,9.4,8.39,343.0,15.0,0.44,<0.1,2.5,17.61,73.379,36.3035,25.38,51.48,0.36,,1.02,0.21,,0.925,16.69,3.72
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE12,6.87,0.75,Surface,11:35,41.7045,-83.2507,2.21,1.51,cloudy,0.7,,19.4,255.8,6.5,19.8,7.14,384.0,11.0,<0.1,<0.1,0.69,13.91,43.917,15.4835,9.25,11.18,0.18,,0.85,0.15,,0.444,12.18,2.34
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE12,,6.1,Bottom,,,,,,,,,19.2,255.3,8.4,12.3,7.53,0.0,,<0.1,<0.1,0.34,14.88,,,,,,,,,,,,
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE13,9.07,0.75,Surface,10:21,41.7444,-83.1359,7,2.18,cloudy,0.9,,19.5,224.8,4.1,35.7,6.79,190.0,7.3,<0.1,<0.1,0.13,6.11,23.82,9.6175,6.17,1.72,0.27,,0.5,0.1,,0.18,8.53,1.47
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE13,,8.3,Bottom,,,,,,,,,19.5,225.4,4.5,32.5,6.94,0.0,,<0.1,<0.1,0.19,5.86,,,,,,,,,,,12.78,2.33
2018-10-01,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91,WE16,6.3,0.75,Surface,10:57,41.6592,-83.1431,2.79,1.62,cloudy,0.7,,19.4,274.5,5.5,25.4,7.83,395.0,12.4,<0.1,<0.1,0.23,7.65,50.9145,27.7535,18.33,22.69,0.11,,0.72,0.12,,0.771,,
2018-10-09,Lake Erie,OLCI-S3,157.86,0.59,24.85,3923.31,99.9,WE6,,0.75,Surface,10:03,41.7047,-83.384,9.2,0.85,sunny,0.5,,21.9,545.8,13.1,3.7,7.1,242.0,14.2,<0.1,0.1,0.97,15.4,98.7435,63.328,44.14,78.41,0.63,,1.19,0.21,,2.278,14.27,4.02
2018-10-09,Lake Erie,OLCI-S3,157.86,0.59,24.85,3923.31,99.9,WE9,,0.75,Surface,10:40,41.717,-83.4236,10.2,0.85,cloudy,0.4,,20.9,439.9,8.1,13.3,7.54,541.0,22.0,<0.1,0.11,1.29,14.56,133.02,81.887,59.19,145.34,0.98,,1.45,0.27,,0.925,21.27,5.89
