Date,Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),Valid Pixels (% of Lake Area),Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),Sample Temperature (°C),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Chlorophyll_a,Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Urea (µg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE15,4.44,0.75,Surface,11:09,41.6196,-83.0124,7.41,0.62,mostly sunny,1.3,,26.8,249.6,1.4,70.2,6.85,1388.0,1.93,0.86,0.32,2.09,8.21,20.9,3.4,0.5,58.5,0.14,1.43,0.79,0.15,2.32,0.36,2.98,3.04
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE2,5.27,0.75,Surface,8:19,41.7621,-83.3305,9.42,1.07,sunny,0.3,,26.0,275.7,7.4,15.8,7.32,206.0,15.4,3.02,0.21,4.2,39.07,73.6,5.2,1,12.3,0.05,2.49,3.02,0.49,3.48,0.68,13.84,4.17
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE2,,4.2,Bottom,,,,,,,,,25.9,276.0,7.6,14.9,7.02,0.0,,3.22,0.17,4.03,40.52,,,,,,,,,,,,
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE4,8.58,0.75,Surface,12:35,41.8261,-83.1921,8.94,0.38,sunny,1.3,,26.2,227.9,2.4,55.4,7,418.0,2.73,0.27,0.11,0.25,7.77,31.0,3.1,1,5.7,0.15,2.07,0.8,0.16,2.24,0.18,3.94,0.96
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE6,2.73,0.75,Surface,9:26,41.7049,-83.3856,7.15,0.86,sunny,0.3,,25.4,287.3,13.2,3.7,8,219.0,23.9,4.7,0.3,14.62,62.2,104.1,5.8,1,2.5,0.29,3.68,4.98,0.77,4.19,0.92,28.1,10.22
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE8,4.81,0.75,Surface,13:19,41.8343,-83.3571,6.03,0.61,partly cloudy,0.3,,26.9,275.2,8.8,11.3,8.6,650.0,22.2,11.9,0.24,6.05,86.88,108.8,7.0,1.3,3,0.06,4.84,7.63,1.18,4.46,0.8,22.4,15.92
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE8,,4.1,Bottom,,,,,,,,,26.6,274.5,6.8,18.5,9.01,1.0,,6.03,0.21,10.34,58.64,,,,,,,,,,,,
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE9,2.62,0.75,Surface,9:01,41.7183,-83.4218,8.26,0.95,sunny,0.3,,26.3,410.8,19.9,0.7,7.59,52.0,39.8,4.28,0.33,22.68,87.88,246.1,13.8,4.4,6,1.41,11.43,5.79,1.07,5.61,1.99,39.2,14.72
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE12,6.53,0.75,Surface,10:05,41.7018,-83.2517,6.82,0.76,sunny,0.5,,26.1,251.8,6,22.4,7.37,759.0,7.81,1.08,0.33,4.83,21.58,59.0,4.1,1,26.5,<0.002,3.12,1.96,0.42,2.82,0.47,24.3,7.42
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE12,,5.6,Bottom,,,,,,,,,26.0,253.6,7.2,16.7,7.05,1.0,,0.93,0.16,9.36,23.47,,,,,,,,,,,,
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE13,8.86,0.75,Surface,11:57,41.7414,-83.1353,7,0.43,sunny,0.8,,26.4,233.7,4.1,36,7.88,1104.0,5.06,2.27,0.14,7.79,16.68,41.1,2.7,1,1.2,0.01,1.64,1.6,0.27,2.45,0.32,13.08,4.69
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE13,,7.9,Bottom,,,,,,,,,26.0,229.3,3.8,38.8,6.72,1.0,,0.86,0.14,5.23,12.0,,,,,,,,,,,,
2016-08-09,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100.0,WE15,4.38,0.75,Surface,11:07,41.6172,-83.0118,6.8,0.71,sunny,1,,26.5,264.4,2.9,49,7.46,980.0,8.69,5.75,0.35,2.09,20.31,48.4,3.8,1.9,18.4,0.01,1.83,1.84,0.31,2.63,0.45,6.48,5.13
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE2,5.52,0.75,Surface,8:35,,,5.65,0.43,cloudy,0.2,,26.4,259.1,4.5,32.1,7.87,135.0,7.3,0.74,0.14,2.24,19.64,69.4,5.9,3.1,13.8,<0.002,1.91,1.19,0.2,2.67,0.5,7.67,1.41
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE2,,4.5,Bottom,,,,,,,,,26.4,258.3,4.5,32.6,4.77,1.0,,0.9,0.14,1.31,18.24,,,,,,,,,,,,
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE4,8.6,0.75,Surface,13:10,,,9.91,0.84,cloudy,1.5,,26.5,228.3,1.9,62.1,6.25,520.0,2.37,1.03,0.11,1.21,12.69,33.3,2.8,1.8,18.9,0.12,2.05,0.96,0.15,2.26,0.24,2.63,1.34
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE6,2.81,0.75,Surface,9:52,,,6.22,0.35,,0.3,,26.4,286.5,12.3,4.7,7.76,26.0,26.2,8.39,0.36,8.04,114.57,176.2,6.4,2.7,3.5,0.01,5.16,8.19,1.36,4.57,1.24,29.73,16.68
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE8,5.02,0.75,Surface,14:00,,,6.03,1.07,rain,0.8,,26.6,263.2,5.3,26.7,8.28,179.0,12.0,2.55,0.2,6.29,46.33,95.7,4.8,2.6,11.4,0.01,4.53,3.45,0.56,3.27,0.69,12.1,6.91
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE8,,4.0,Bottom,,,,,,,,,26.6,263.8,5.2,26.9,6.73,0.0,,2.6,0.23,3.44,43.3,,,,,,,,,,,,
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE9,2.54,0.75,Surface,9:22,,,5.33,0.42,cloudy,0.3,,26.4,286.9,12.6,4.2,7.55,21.0,34.8,14.87,0.33,3.96,86.98,215.5,5.9,2.5,5.6,0.12,6.84,5.49,0.96,4.28,0.99,26.4,11.42
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE12,6.46,0.75,Surface,10:34,,,6.35,0.4,cloudy,0.5,,26.4,258.2,4.9,29.2,8.27,208.0,7.99,1.13,0.16,1.04,18.81,77.6,3.9,2.3,7,0.01,2.34,1.11,0.2,2.56,0.44,7.93,2.61
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE12,,5.5,Bottom,,,,,,,,,26.4,258.6,5.1,28,5.91,0.0,,1.1,0.11,1.45,21.09,,,,,,,,,,,,
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE13,8.94,0.75,Surface,12:20,,,7,0.63,cloudy,0.8,,26.5,229.0,4.1,36.2,6.77,400.0,7.03,0.86,0.11,1.63,16.26,64.1,2.6,2.3,14.2,0.03,3.39,1.23,0.2,2.17,0.32,6.47,2.24
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE13,,8.0,Bottom,,,,,,,,,26.5,229.3,4.2,35.2,5.96,0.0,,1.07,0.13,1.81,12.71,,,,,,,,,,,,
2016-08-15,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100.0,WE15,4.31,0.75,Surface,11:40,,,5.71,0.39,cloudy,1,,26.5,268.4,4.3,33.7,6.73,301.0,,1.8,0.17,1.3,22.84,78.9,3.2,1.5,10.7,<0.002,2.86,1.33,0.24,2.73,0.54,8.0,3.34
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE2,5.31,0.75,Surface,9:22,41.7646,-83.332,3.56,1.1,sunny,0.5,,24.8,261.8,8.1,13.3,6.89,361.0,16.7,0.91,0.11,3.35,27.32,133.7,4.9,2.1,5.8,<0.002,3.61,1.96,0.31,3.05,0.6,15.93,1.95
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE2,,4.4,Bottom,,,,,,,,,24.8,262.1,8.4,12.2,6.49,3.0,,0.95,0.19,3.38,27.43,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE4,6.31,0.75,Surface,13:35,41.8268,-83.192,2.92,0.08,sunny,1,,26.5,237.6,2.9,48.8,7.73,1284.0,6.56,2.91,0.13,9.52,16.66,65.3,2.9,2,9.7,0.07,2.94,1.6,0.23,2.29,0.37,7.5,4.02
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE6,2.74,0.75,Surface,10:29,41.7058,-83.3859,2.11,0.9,sunny,0.3,,24.3,285.8,15.2,2.3,8.09,159.0,35.6,21.26,0.24,28.59,100.32,280.0,5.7,1.2,54.3,<0.002,7.51,5.98,0.92,4.14,1.16,34.1,14.42
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE6,,0.0,Scum,,,,,,,,,,,,,,,,47.03,0.7,175.81,1003.2,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE8,4.62,0.75,Surface,8:22,41.8361,-83.3599,8.94,0.83,sunny,0.5,,24.6,259.9,5.5,25.1,7.33,207.0,11.8,0.54,0.13,4.59,42.77,131.9,4.9,1,5,<0.002,3.69,2.21,0.29,2.92,0.9,12.8,5.55
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE8,,3.7,Bottom,,,,,,,,,24.7,259.6,5.5,25.1,6.34,1.0,,0.56,0.15,2.55,37.62,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE9,2.29,0.75,Surface,10:03,41.7185,-83.4222,2.69,1.04,sunny,0.3,,24.1,360.5,14.2,2.9,7.31,177.0,30.9,5.55,0.57,16.33,82.76,236.0,19.5,9.9,3,0.65,11.62,2.42,0.45,5.19,1.58,28.8,10.82
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE9,,0.0,Scum,,,,,,,,,,,,,,,,55.73,0.63,223.03,746.13,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE12,6.45,0.75,Surface,11:02,41.7047,-83.255,1.22,0.91,sunny,1,,25.1,248.6,5.3,26.6,7.49,962.0,6.26,0.13,0.1,0.23,7.42,30.1,3.9,1.7,3.1,<0.002,2.72,0.78,0.12,2.4,0.46,4.9,1.97
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE12,,5.5,Bottom,,,,,,,,,24.9,249.1,5.6,25,7.02,2.0,,0.24,0.1,0.52,13.03,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE13,8.89,0.75,Surface,12:57,41.7421,-83.1366,2.92,0.43,sunny,1,,26.3,226.3,3.6,40.3,7.46,1290.0,7.09,0.63,0.12,5.85,18.18,32.1,3.3,2.1,5.9,0.02,2.73,1.26,0.2,2.2,0.3,9.13,2.77
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE13,,7.8,Bottom,,,,,,,,,25.3,227.5,4.5,32.1,6.88,0.0,,0.74,<0.1,2.32,11.44,,,,,,,,,,,,
2016-08-22,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100.0,WE15,4.27,0.75,Surface,12:05,41.6181,-83.0132,2.01,0.63,partly cloudy,0.8,,25.0,263.5,5.2,27.1,6.99,283.0,6.93,0.58,<0.1,1.45,12.22,33.4,3.1,0.7,7.4,<0.002,3.12,1.19,0.18,2.72,0.53,7.23,2.64
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE2,5.51,0.75,Surface,8:20,41.7642,-83.3297,11.91,2.12,sunny,0.5,,25.0,253.2,7,17.2,8.11,164.0,14.6,0.13,0.13,0.67,11.47,54.7,21.3,12.1,22.5,<0.002,6.88,1.23,0.17,3.11,0.56,16.4,0.77
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE2,,4.8,Bottom,,,,,,,,,25.0,253.1,7,17.2,5.76,0.0,,0.11,0.13,0.43,9.93,,,,,,,,,,,,
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE4,8.74,0.75,Surface,11:30,41.8302,-83.1904,14,2.1,sunny,0.5,,25.4,259.7,4.8,30.7,6.71,1037.0,8.38,0.24,0.19,0.96,9.97,37.8,16.6,7.3,47.9,<0.002,8.68,1.02,0.16,3.17,0.67,9.47,0.54
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE6,3.09,0.75,Surface,9:26,41.707,-83.3838,13.53,2.34,sunny,0.1,,25.3,291.3,16.4,1.7,7.31,156.0,36.7,0.87,0.38,5.48,71.13,102.9,7.8,18.3,16.3,<0.002,8.18,5.15,0.7,4.75,1.39,39.27,9.88
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE8,4.95,0.75,Surface,12:20,41.8356,-83.3579,11.08,2.24,sunny,0.5,,25.5,248.2,11.6,7.1,7.38,700.0,18.8,0.37,0.24,2.2,22.88,61.6,13.1,4.3,5.8,<0.002,4.49,2.14,0.31,3.51,0.7,18.2,2.88
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE8,,4.0,Bottom,,,,,,,,,25.4,268.8,9.2,10,6.23,0.0,,0.39,0.22,1.34,20.28,,,,,,,,,,,,
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE9,2.79,0.75,Surface,9:05,41.7188,-83.4212,13.65,2.27,sunny,0.3,,25.7,439.3,16.6,1.6,7.98,107.0,34.9,0.61,0.49,3.67,50.69,159.6,48.1,25.5,94.7,1.06,33.42,3.37,0.59,5.78,2.19,39.4,5.81
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE12,6.74,0.75,Surface,10:05,41.7043,-83.2668,12.45,2.72,sunny,0.3,,25.2,237.4,7.1,17.3,6.86,672.0,11.4,<0.1,<0.1,0.3,10.35,41.5,10.4,5,42.3,<0.002,2.62,0.99,0.15,2.48,0.39,12.93,1.67
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE12,,5.0,Bottom,,,,,,,,,25.2,242.3,6.4,20.3,6.18,0.0,,<0.1,<0.1,0.28,9.79,,,,,,,,,,,,
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE13,9.15,0.75,Surface,10:55,41.7448,-83.133,15.94,2.08,sunny,0.5,,25.4,231.6,6,22.4,7.88,954.0,10.3,0.47,0.12,1.04,14.16,35.8,5.2,1.8,19.5,<0.002,3.98,0.69,0.1,2.41,0.44,11.47,0.81
2016-08-29,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91,WE13,,8.1,Bottom,,,,,,,,,25.4,231.5,7,17.2,5.99,0.0,,0.27,0.12,1.47,15.36,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE2,5.33,0.75,Surface,8:23,41.7626,-83.3311,9.13,0.75,clear,0.3,,23.6,268.0,12.8,4.1,7.84,40.0,26.0,<0.1,0.12,0.43,8.05,62.4,16.9,20.4,52.4,0.07,10.37,1.25,0.26,3.36,0.83,25.55,1.21
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE2,,4.3,Bottom,,,,,,,,,23.6,267.2,12.8,4.1,4.97,0.0,,0.1,0.11,0.3,6.97,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE4,8.58,0.75,Surface,12:27,41.8318,-83.1935,7.97,0.77,sunny,1,,24.6,244.3,2.8,50,8.49,1378.0,5.34,0.24,<0.1,3.51,16.5,30.2,6.8,3.3,7.8,0.21,4.32,1.34,0.28,2.39,0.48,6.6,0.32
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE6,2.47,0.75,Surface,9:25,41.7038,-83.3863,8.11,0.87,sunny,0.3,,23.6,351.2,13.3,3.6,8.28,74.0,30.3,2.3,0.36,10.13,51.61,112.5,17.2,6.4,3.3,0.19,15.48,3.29,0.63,4.74,1.46,56.8,4.92
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE8,5.06,0.75,Surface,13:13,41.832,-83.3593,5.05,0.48,sunny,0.3,,24.7,287.7,11.2,6.1,7.71,500.0,27.0,1.27,0.32,22.55,44.09,110.4,23.9,11,20.7,0.04,8.37,3.76,0.66,3.92,1.16,25.3,6.12
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE8,,4.0,Bottom,,,,,,,,,23.6,293.1,11.6,5.5,5.56,0.0,,0.42,0.36,2.6,15.84,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE8,,0.0,Scum,,,,,,,,,,,,,,,,3.23,0.36,173,185.13,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE9,2.24,0.75,Surface,9:04,41.717,-83.4256,9.29,0.88,sunny,0.3,,24.2,471.9,19.6,0.7,7.62,28.0,44.0,2.87,0.5,9.73,60.26,211.0,64.5,34.9,24.9,0.53,28.67,4.5,0.87,6.67,2.22,39.2,8.32
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE12,6.4,0.75,Surface,10:01,41.7026,-83.2558,6.48,0.69,sunny,0.4,,23.7,266.0,9.1,10.4,6.67,85.0,18.5,0.2,0.15,0.66,14.69,60.2,12.8,6.9,15.3,0,4.99,1.21,0.23,2.86,0.59,18.15,1.91
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE12,,5.5,Bottom,,,,,,,,,23.5,265.2,9.3,9.8,6.15,0.0,,<0.1,0.12,0.53,13.2,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE13,8.75,0.75,Surface,11:50,41.7406,-83.138,6.03,0.75,sunny,0.4,,24.5,256.9,10.2,7.9,6.69,559.0,18.4,0.11,<0.1,0.82,10.69,67.6,25.8,9.8,27.3,0.01,6.46,1.25,0.22,2.68,0.34,18.5,1.71
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE13,,7.8,Bottom,,,,,,,,,23.8,255.6,11,6.3,5.42,0.0,,<0.1,0.1,0.2,4.52,,,,,,,,,,,,
2016-09-06,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9,WE15,4.31,0.75,Surface,11:00,41.6174,-83.0125,5.65,0.63,sunny,0.8,,24.2,282.5,5.6,24.7,7.86,533.0,11.7,<0.1,0.13,0.51,12.94,50.3,14.5,7.4,57,0.01,4.76,0.88,0.17,2.82,0.48,11.25,1.16
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE2,5.46,0.75,Surface,8:25,41.7632,-83.3315,8.84,0.91,sunny,0.3,,23.2,279.9,10.6,7,6.84,179.0,19.7,0.37,0.13,0.71,22.16,87.2,27.2,15.9,39,0.05,8.24,1.44,0.3,3.06,0.68,22.4,0.35
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE2,,4.3,Bottom,,,,,,,,,23.4,278.6,10.6,7.1,6.01,0.0,,0.14,0.16,0.71,13.32,,,,,,,,,,,,
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE4,,0.75,Surface,12:29,41.826,-83.1925,5.05,1.05,sunny,1.5,,23.8,250.2,2.8,49.3,8.52,1630.0,5.05,0.1,<0.1,0.83,7.97,30.8,6.8,3.4,47.9,0.1,12.4,0.73,0.12,2.36,0.42,6.67,0.34
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE6,2.56,0.75,Surface,9:27,41.7039,-83.3853,8.92,0.46,sunny,0.5,,22.8,343.2,6.6,19.1,8.73,365.0,14.2,2.45,0.33,8.44,55.32,93.8,19.0,7.2,8.8,0.05,16.44,2.56,0.73,3.45,1.26,16.33,2.81
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE8,,0.75,Surface,13:12,41.8322,-83.3589,4.08,1.02,sunny,0.5,,24.0,271.3,4.1,36.1,7.36,1216.0,8.25,0.22,0.22,1.6,10.85,76.8,37.4,21.7,42.7,0.1,13.14,1.09,0.21,2.34,0.56,9.93,0.55
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE8,,3.9,Bottom,,,,,,,,,,,,,,,,0.2,0.19,0.53,6.38,,,,,,,,,,,,
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE9,2.4,0.75,Surface,9:06,41.3587,-83.2117,8.75,0.46,sunny,0.3,,23.2,373.9,13.4,3.5,8.13,156.0,23.7,1,0.46,7.23,46.46,157.9,39.3,27.8,37.2,0.25,18.98,2.91,0.54,3.52,1.3,28.53,4.08
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE12,6.46,0.75,Surface,10:04,41.7021,-83.2706,9.1,0.97,sunny,0.3,,23.0,263.8,8.2,12.9,8.31,525.0,16.7,<0.1,<0.1,0.25,4.77,74.3,23.4,16.4,35.1,0.01,13.63,0.71,0.11,2.14,0.51,17.97,1.31
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE12,,5.4,Bottom,,,,,,,,,23.2,263.6,8.3,12.7,6.24,0.0,,0.2,<0.1,0.21,4.34,,,,,,,,,,,,
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE13,8.8,0.75,Surface,,,,7,0.87,,,,23.8,230.7,5.4,25.7,7.97,1276.0,8.53,0.17,<0.1,0.69,6.64,37.2,3.3,2,24.1,0.14,12.41,0.77,0.13,1.68,0.24,7.09,0.72
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE13,,7.8,Bottom,11:54,41.7427,-83.1366,,,sunny,0.5,,23.5,230.3,5.9,22.7,6.43,0.0,,<0.1,<0.1,0.21,5.04,,,,,,,,,,,,
2016-09-12,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76,WE15,4.2,0.75,Surface,11:04,41.6167,-83.0109,6.15,0.89,sunny,0.8,,23.6,262.2,3,46.7,7.07,1260.0,5.54,0.24,0.12,0.65,7.42,38.7,10.5,5.7,12.3,<0.002,10.74,0.62,0.12,2.43,0.41,7.16,1.09
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE2,5.11,0.75,Surface,8:27,41.7628,-83.3314,5.89,0.73,sunny,0.5,,22.2,271.1,8.7,11.4,8.35,83.0,16.5,0.21,0.13,0.31,5.52,65.9,26.5,16.8,36.6,0.06,7.76,0.82,0.16,2.74,0.48,31.93,0.48
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE2,,4.4,Bottom,,,,,,,,,22.2,271.0,9.1,10.4,5.58,0.0,,0.18,0.16,0.28,4.88,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE4,10.75,0.75,Surface,12:56,41.8265,-83.1893,2.92,0.08,sunny,1,,23.8,267.5,3.2,44.9,6.62,533.0,12.7,0.1,0.27,42.24,52.96,99.7,17.3,12.6,22.6,0.07,5.08,4.13,0.74,2.76,0.5,13.27,6.41
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE4,,0.0,Scum,,,,,,,,,,,,,,,,1.62,0.24,109.78,149.98,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE6,2.55,0.75,Surface,9:26,41.7044,-83.3872,4.45,0.74,sunny,0.8,,21.9,377.5,5.3,26.3,8.11,45.0,9.71,1.81,0.28,6.02,39.76,66.7,15.0,6.2,2.6,0.06,13.71,2.46,0.44,4.6,1.27,11.13,2.41
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE8,4.89,0.75,Surface,13:40,41.8337,-83.3587,2.92,0.26,sunny,0.5,,24.0,292.1,3.7,39.6,8.02,1144.0,6.52,0.15,0.12,2.89,16.63,50.0,16.6,10.5,<0.4,0.02,4.05,1.24,0.19,3.26,0.64,7.3,1.54
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE8,,4.1,Bottom,,,,,,,,,23.6,292.0,3.1,46.1,6.62,26.0,,0.12,0.22,0.41,9.9,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE9,2.52,0.75,Surface,9:04,41.3592,-83.2114,6.26,0.73,sunny,0.5,,22.4,503.6,10.9,6.6,7.76,30.0,17.9,0.2,0.14,0.69,14.0,122.0,64.2,36.4,110.9,0.58,30.42,2.64,0.22,4.86,1.67,19.47,1.61
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE12,6.5,0.75,Surface,10:14,41.7032,-83.2553,3.19,0.7,sunny,0.8,,22.7,262.3,5.8,23.4,6.84,117.0,19.4,0.27,0.1,0.61,8.25,53.6,15.8,10.8,6.6,0.03,3.62,1.03,0.18,2.54,0.41,13.13,0.88
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE12,,5.0,Bottom,,,,,,,,,22.4,262.3,5.6,24.6,6.07,0.0,,<0.1,0.1,0.1,5.69,,,,,,,,,,,,
2016-09-19,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97,WE12,,0.0,Scum,,,,,,,,,,,,,,,,0.69,0.13,21.51,30.09,,,,,,,,,,,,
